,0
0,0.01483362913131709
1,0.015566676855087232
2,0.014931008219718885
3,0.012963697314262342
4,0.011744648218154859
5,0.009792849421501111
6,0.007905900478362989
7,0.0039613097906112185
8,0.038379520177841235
9,0.04360839724540715
10,0.04631236195564275
11,0.04884392023086553
12,0.04880985617637639
13,0.04861852526664739
14,0.03934666514396672
15,0.020840615034103442
16,0.008570909500122119
17,0.00624254345893855
18,0.01681882143020625
19,0.015440434217452954
20,0.007980287075042676
21,0.013459891080856275
22,0.018209874629974317
23,0.013825327157974195
24,0.053149789571762134
25,0.052819907665252734
26,0.04684916138648992
27,0.03489351272583013
28,0.025743693113327075
29,0.016916245222091723
30,0.0048796832561493406
31,0.00234353542327876
32,0.006647080183029126
33,0.013652145862579297
34,0.010590225458145093
35,0.0013225972652434817
36,0.04445323348045354
37,0.04707092046737676
38,0.05091768503189092
39,0.05311971902847295
40,0.05313611030578618
41,0.052445024251937915
42,0.05011180043220525
43,0.045316576957702685
44,0.042009681463241626
45,0.03712517023086553
46,0.02643430233001714
47,0.012421876192092944
48,0.00201420485973363
49,0.0038101673126220217
50,0.009630903601646375
51,0.015841230750083875
52,0.05336859822273259
53,0.05450788140296941
54,0.054523855447769214
55,0.055382341146469165
56,0.05308416485786443
57,0.046096980571746875
58,0.036671698093414355
59,0.02969047427177434
60,0.021959543228149463
61,0.015896379947662402
62,0.006459131836891223
63,0.0016587674617766848
64,0.004085406661033582
65,0.004368871450424146
66,0.006126850843429517
67,0.009078294038772534
68,0.03918820619583135
69,0.04435974359512334
70,0.04620394110679631
71,0.04513832926750188
72,0.042801737785339404
73,0.039158642292022754
74,0.033382385969162036
75,0.024308860301971484
76,0.013909727334976245
77,0.00571349263191228
78,0.004722893238067578
79,0.012128710746765088
80,0.00877983868122096
81,0.010005310177802991
82,0.014415010809898328
83,0.012540414929389905
84,0.045205354690551806
85,0.04651656746864324
86,0.047223299741745044
87,0.04482227563858037
88,0.03846439719200139
89,0.0274717509746552
90,0.01695948839187627
91,0.008164107799530078
92,0.002358913421630811
93,0.006365999579429578
94,0.006798416376113843
95,0.004860147833824109
96,0.13606579601764682
97,0.1421611458063126
98,0.1442181617021561
99,0.14627479016780856
100,0.1463848799467087
101,0.14606951177120212
102,0.14507050812244418
103,0.1446781009435654
104,0.11318601667881015
105,0.09917338192462924
106,0.09076742827892306
107,0.08845667541027072
108,0.08779127895832065
109,0.09738002717494967
110,0.11681519448757174
111,0.14605055749416354
112,0.1625349670648575
113,0.17159031331539157
114,0.16788931190967563
115,0.16436298191547397
116,0.13081835210323337
117,0.13528220355510714
118,0.13762195408344272
119,0.11940313875675204
120,0.10193370282649997
121,0.10311840474605563
122,0.12062670290470126
123,0.14087010920047763
124,0.16404955089092257
125,0.1743569523096085
126,0.18011571466922763
127,0.18132479488849643
128,0.17494805157184604
129,0.1741108447313309
130,0.1585633605718613
131,0.14252097904682162
132,0.12055037915706637
133,0.10979430377483371
134,0.10359938442707065
135,0.09857024252414706
136,0.09697400033473971
137,0.09854532778263095
138,0.10235492885112765
139,0.11269728839397433
140,0.13704042136669162
141,0.15289200842380526
142,0.15450058877468112
143,0.16064818203449252
144,0.15339656174182895
145,0.1587006598711014
146,0.16379319131374362
147,0.1600555926561356
148,0.1241005212068558
149,0.11217041313648227
150,0.1116188317537308
151,0.11348570883274081
152,0.11485497653484347
153,0.12788586318492892
154,0.14815558493137362
155,0.16147021949291232
156,0.1644961386919022
157,0.16686902940273288
158,0.16775040328502658
159,0.16595824062824252
160,0.16434685885906222
161,0.16098372638225558
162,0.15736071765422824
163,0.1548937112092972
164,0.13911212980747226
165,0.1319466680288315
166,0.12867836654186252
167,0.12461821734905246
168,0.12434481084346774
169,0.13150568306446078
170,0.14277784526348117
171,0.1598848253488541
172,0.16751883924007419
173,0.16734357178211215
174,0.16599304974079135
175,0.16585819423198703
176,0.16721107065677646
177,0.1610243767499924
178,0.14605824649333957
179,0.1375701278448105
180,0.1321971565485001
181,0.13163129985332492
182,0.132684662938118
183,0.1427973657846451
184,0.15477062761783603
185,0.16017381846904757
186,0.16119311749935153
187,0.1607577353715897
188,0.16102354228496554
189,0.16032256186008456
190,0.15793247520923617
191,0.15901495516300204
192,0.108283132314682
193,0.12315306067466736
194,0.13034102320671082
195,0.14818665385246277
196,0.1660243570804596
197,0.12827792763710022
198,0.13726460933685303
199,0.11165806651115417
200,0.0986272394657135
201,0.019789889454841614
202,0.008839130401611328
203,0.0123099684715271
204,0.09624159336090088
205,0.1279449760913849
206,0.14298665523529053
207,0.15123996138572693
208,0.15104293823242188
209,0.15936493873596191
210,0.16440996527671814
211,0.13968202471733093
212,0.06752046942710876
213,0.031153038144111633
214,0.029995858669281006
215,0.05303499102592468
216,0.026599645614624023
217,0.047973811626434326
218,0.056178390979766846
219,0.15883338451385498
220,0.13724270462989807
221,0.15853241086006165
222,0.15975913405418396
223,0.14624619483947754
224,0.15409144759178162
225,0.1384243667125702
226,0.051250189542770386
227,0.02925911545753479
228,0.06151688098907471
229,0.0416029691696167
230,0.027068376541137695
231,0.013360515236854553
232,0.002057880163192749
233,0.008227869868278503
234,0.02264280617237091
235,0.05711531639099121
236,0.09285908937454224
237,0.06845486164093018
238,0.08862212300300598
239,0.15379741787910461
240,0.13756713271141052
241,0.12252509593963623
242,0.08857253193855286
243,0.038686662912368774
244,0.05822443962097168
245,0.032645538449287415
246,0.030970990657806396
247,0.033928707242012024
248,0.050921112298965454
249,0.17079490423202515
250,0.16380199790000916
251,0.18881487846374512
252,0.22990098595619202
253,0.1476346254348755
254,0.0639338493347168
255,0.04720756411552429
256,0.04926416277885437
257,0.04619672894477844
258,0.06927460432052612
259,0.06412613391876221
260,0.11628314852714539
261,0.1052599847316742
262,0.09996363520622253
263,0.09357884526252747
264,0.09476134181022644
265,0.10521438717842102
266,0.09589958190917969
267,0.10743176937103271
268,0.14219561219215393
269,0.12801721692085266
270,0.06479671597480774
271,0.06455215811729431
272,0.05265402793884277
273,0.047221213579177856
274,0.05187809467315674
275,0.052066415548324585
276,0.12727341055870056
277,0.1283310055732727
278,0.1240491271018982
279,0.126088947057724
280,0.11593160033226013
281,0.12290245294570923
282,0.12247797846794128
283,0.13461077213287354
284,0.09150519967079163
285,0.07530725002288818
286,0.0523034930229187
287,0.04252249002456665
288,2.294778823852539e-05
289,2.4437904357910156e-05
290,2.47955322265625e-05
291,2.3603439331054688e-05
292,2.2470951080322266e-05
293,2.1755695343017578e-05
294,2.008676528930664e-05
295,1.9550323486328125e-05
296,0.00012880563735961914
297,0.0002630949020385742
298,0.0002721548080444336
299,0.0002614259719848633
300,0.00025218725204467773
301,0.00023740530014038086
302,0.00024121999740600586
303,0.00022292137145996094
304,0.00018775463104248047
305,0.00014978647232055664
306,0.00011903047561645508
307,9.542703628540039e-05
308,8.469820022583008e-05
309,8.225440979003906e-05
310,8.285045623779297e-05
311,7.790327072143555e-05
312,2.968311309814453e-05
313,2.3663043975830078e-05
314,1.7821788787841797e-05
315,2.6226043701171875e-05
316,3.641843795776367e-05
317,2.866983413696289e-05
318,3.272294998168945e-05
