,0
0,0.2418025661347401
1,0.04471913932538952
2,0.04139983164828483
3,0.04215211291170625
4,0.055596374395601736
5,0.01056497798405505
6,0.011302744582880565
7,0.01277922658829387
8,0.07992693227588288
9,0.01155533351886654
10,0.00769593223123452
11,0.0057136244052361194
12,0.03656577030337883
13,0.00973375753040691
14,0.017732089473866813
15,0.024074097558595176
16,2.547163054115541
17,0.17605963391434995
18,0.17632065829766155
19,0.1804818873486537
20,0.7354775426838045
21,0.23544182573639033
22,0.23366588060210117
23,0.22657112893311446
24,0.8635580301213103
25,0.24633162089102278
26,0.2413047346763653
27,0.24663723429259513
28,0.777329160122507
29,0.2632718777227109
30,0.23312198440805748
31,0.22228479409614085
32,1.1857195793880284
33,0.22431427044578695
34,0.22366437140361486
35,0.24361486790632433
36,0.6253886022188683
37,0.2718990186130801
38,0.33939581702838684
39,0.33298901472622916
40,0.5648747486409369
41,0.23119206045147195
42,0.23344586968431527
43,0.23298379897367177
44,1.477871687474782
45,0.27558392026434764
46,0.3187895657209905
47,0.3394707393958
48,0.002067107029596811
49,0.0003338033008669061
50,0.0003340358643566914
51,0.00035658672447894184
52,0.002204731124207582
53,0.00038912268761582424
54,0.0003993267881000037
55,0.0004055617806207958
56,0.0026544565577599796
57,0.0003972059465348019
58,0.0003978233922793091
59,0.00040138714310493134
60,0.005729232928333128
61,0.00040185766828713764
62,0.0004055738705730342
63,0.00041505856430351065
64,0.10049412906852924
65,0.03086382937809067
66,0.03399538956984977
67,0.032735980433814184
68,0.06484400074492472
69,0.01835696792940677
70,0.01795619864988036
71,0.019800572672223838
72,0.06690257197418846
73,0.017628861970819636
74,0.012145775658422496
75,0.008940342268114755
76,0.038927376935446456
77,0.014259383932115947
78,0.025560914814714925
79,0.0329837254975504
80,0.44901677380933913
81,0.19211631763265474
82,0.20664610882202927
83,0.20074187863759638
84,0.5483952767371496
85,0.24210573716906664
86,0.261905637505497
87,0.2448720853540399
88,1.4851273758377426
89,0.26946207648345455
90,0.2732111503852576
91,0.2747489720630849
92,1.5297030720246756
93,0.2726527687848314
94,0.2543171259625798
95,0.25322579816275426
96,1.1608729366200887
97,0.18018380529960693
98,0.17340221149970847
99,0.19857584654070423
100,1.731461503786876
101,0.25153536339427224
102,0.28956615272791875
103,0.3002856130514146
104,3.091614076977414
105,0.207567351293468
106,0.19544193288505268
107,0.21158692542693422
108,0.768025653761628
109,0.23323742195504762
110,0.27679119900140037
111,0.28553719854629206
112,0.0030740438542713293
113,0.0007540599229229281
114,0.0007258628224424549
115,0.0007784441148593485
116,0.002703680641182264
117,0.0008752650318300395
118,0.0008810601611502218
119,0.0008098649869510456
120,0.003444604845020813
121,0.000774738294467233
122,0.0008029584229173842
123,0.0007961063670126829
124,0.0017505296927027127
125,0.0007585024396211417
126,0.0008152437745274774
127,0.0008005511368612071
128,0.028794828674701445
129,0.011325114429324568
130,0.01521200996297888
131,0.014653029496954692
132,0.1615044752834207
133,0.02888019569145474
134,0.0288359489087711
135,0.02964440640518498
136,0.1550962206285618
137,0.025046836894150142
138,0.02075294146160984
139,0.018615546424670972
140,0.10322636282971193
141,0.0235452528454999
142,0.03267347303987311
143,0.02740685960574994
144,1.4439408139682075
145,0.20467189145450548
146,0.20355791604519238
147,0.2050169105429508
148,3.854078587598941
149,0.26190758691945765
150,0.26419567516972864
151,0.26463806667302237
152,1.2450618497310977
153,0.2718801468421192
154,0.2864039242458979
155,0.28595396042395627
156,1.2270943907138476
157,0.2902918748262402
158,0.26480101214933627
159,0.26713711262963963
160,0.939441708424729
161,0.19799611406880277
162,0.19177582084652545
163,0.1961548795864441
164,1.17312631163907
165,0.24122343111376504
166,0.2881730534108004
167,0.2942825194205576
168,0.4716875543153473
169,0.1941879995913658
170,0.19593075695773518
171,0.20320402743291746
172,0.4848452607286352
173,0.2147437961679679
174,0.2703347656908507
175,0.2735543978869355
176,0.0060663252347268
177,0.0010187507271094377
178,0.001010589452347187
179,0.0010449476336361772
180,0.006101702974804069
181,0.0011346786110714437
182,0.0011345658944233751
183,0.0011393836595024725
184,0.006527023255018745
185,0.0011372539914597645
186,0.0011363746958120622
187,0.0011379212520734702
188,0.007841387138910152
189,0.0011408220817193744
190,0.001135539887850794
191,0.0011523356860513203
192,0.10025606302665827
193,0.007422091431597735
194,0.0045977751576345765
195,0.00450729228073181
196,0.08353113722757835
197,0.017690069593924846
198,0.018067923418997364
199,0.01726613126291508
200,0.07733657467927182
201,0.024019627076090247
202,0.027116565220613467
203,0.027895297389373748
204,0.11832182125931488
205,0.026951965161140023
206,0.01706879251859324
207,0.006247517913316508
208,0.9411989999425711
209,0.19240860717581093
210,0.19909779470549965
211,0.19680559367953734
212,0.5666418922949538
213,0.24409620749115807
214,0.2621474694750828
215,0.25149601764024065
216,0.5757055663982701
217,0.24964411842116416
218,0.2786057037472999
219,0.26695078238488895
220,1.4443824902832194
221,0.2728101160866817
222,0.25067090978660866
223,0.24918972410490986
224,1.0343792662765017
225,0.18024351504061678
226,0.1717924467030799
227,0.19602387328751797
228,1.398464259758383
229,0.2512564292301364
230,0.290611728285067
231,0.2997678081541137
232,1.4012904478632653
233,0.20843580382050714
234,0.1935043164517015
235,0.208172522874219
236,3.452899125796531
237,0.2305708257316153
238,0.2713699585325492
239,0.29376208024948525
240,0.004805501897866598
241,0.0013306506836465073
242,0.0013666326252903013
243,0.0013647902360814479
244,0.005672514820750996
245,0.0015383707633448637
246,0.0014513799836079503
247,0.0015183185179500236
248,0.005036318843739339
249,0.0015887880724924485
250,0.0016042187612665172
251,0.001404755083723679
252,0.006988529775818237
253,0.0013654223216622136
254,0.0014036728769746317
255,0.0013994892212841649
256,0.05439490609634155
257,0.025643720001000687
258,0.023801559117712572
259,0.023922541622335477
260,0.03910969814932617
261,0.01594015487365677
262,0.015890090648610126
263,0.013791774711951001
264,0.07771979969247271
265,0.015113506771367444
266,0.018763572877766834
267,0.02082080766611665
268,0.12398557961999686
269,0.016395933295557635
270,0.005485557368333959
271,0.0013699203724498034
272,1.3184191027347039
273,0.21185158734926843
274,0.21055760497794007
275,0.21084833376380857
276,1.805592251541002
277,0.2541166307328049
278,0.2528388413589651
279,0.25150511984499246
280,4.097564659668572
281,0.2609903493435211
282,0.2683544057072738
283,0.27487382629908697
284,0.8281283429684444
285,0.26891188659337206
286,0.25619270995093907
287,0.24368517967633743
288,0.8638938847779464
289,0.21827542645587136
290,0.18857574458671084
291,0.2266742939961424
292,0.7744139958510137
293,0.27444638446005193
294,0.3236183702853686
295,0.292578180270511
296,1.0711702913271743
297,0.1936867978496192
298,0.18123902930776686
299,0.19162066022652044
300,0.4328630762547096
301,0.20969462985298856
302,0.2795359840576207
303,0.2881646549611389
304,0.001025864382125136
305,0.0003876608954689003
306,0.0004181025321726194
307,0.0004300478470113786
308,0.002519745560118881
309,0.00047657257807293927
310,0.0004927235795893069
311,0.0005033140763894936
312,0.002766647974547669
313,0.0004920988863635724
314,0.0004957992918347182
315,0.0004984503662911642
316,0.003109145229849916
